EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,BusinessTravel,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,PercentSalaryHike,StockOptionLevel,JobLevel,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,TrainingTimesLastYear,NumCompaniesWorked,OverTime,DistanceFromHome,StandardHours,EmployeeCount,Over18,DateOfJoining,Attrition
EMP0128,48,Female,Divorced,Research & Development,Lab Technician,Human Resources,2,Travel_Frequently,93282,79,1007,3745,18,1,4,4,1,1,3,1,1,26,10,2,14,4,1,0,No,23,80,1,Y,05-01-1998,No
EMP0129,29,Female,Single,Research & Development,Research Scientist,Life Sciences,3,Travel_Rarely,124779,65,759,14697,20,0,2,2,2,2,4,3,1,13,16,6,9,13,0,8,Yes,4,80,1,Y,24-08-2010,No
EMP0130,46,Male,Married,Human Resources,HR Executive,Other,4,Travel_Frequently,33557,42,398,5879,21,1,3,3,2,3,4,2,2,15,10,2,16,24,1,0,No,21,80,1,Y,07-10-2008,No
EMP0131,38,Male,Married,Research & Development,Lab Technician,Other,2,Non-Travel,87104,58,308,22161,12,1,5,1,4,3,1,2,4,21,6,3,9,8,5,3,No,24,80,1,Y,12-06-2002,No
EMP0132,50,Female,Single,Research & Development,Lab Technician,Life Sciences,1,Non-Travel,137013,67,307,20499,11,1,4,1,4,1,2,1,2,20,10,7,4,29,5,5,Yes,10,80,1,Y,22-04-2003,Yes
EMP0133,29,Female,Divorced,Human Resources,HR Manager,Life Sciences,3,Travel_Frequently,56081,146,751,24641,14,3,5,2,2,3,4,2,2,20,12,13,6,18,1,8,Yes,23,80,1,Y,13-11-2003,No
EMP0134,36,Female,Single,Research & Development,R&D Manager,Marketing,2,Travel_Frequently,134181,106,1172,4267,14,3,4,4,1,1,4,3,4,7,5,13,9,39,6,3,Yes,26,80,1,Y,22-03-2016,No
EMP0135,48,Male,Single,Marketing,Brand Manager,Life Sciences,1,Non-Travel,42094,119,251,20651,22,0,2,4,3,4,1,1,1,15,1,1,10,7,1,6,No,10,80,1,Y,28-11-2008,Yes
EMP0136,28,Female,Single,Sales,Sales Director,Life Sciences,3,Travel_Frequently,81766,113,311,11688,20,2,3,4,3,3,3,2,1,30,13,5,2,15,3,6,Yes,2,80,1,Y,26-04-1993,No
EMP0137,24,Female,Divorced,Operations,Logistics Executive,Human Resources,5,Non-Travel,98053,34,494,17065,21,0,1,1,1,3,4,2,1,9,15,9,10,7,0,5,Yes,8,80,1,Y,06-08-2014,Yes
EMP0138,50,Female,Married,Sales,Sales Executive,Other,3,Travel_Frequently,16301,49,1412,12988,12,2,1,1,4,2,2,4,3,31,6,8,5,22,3,8,No,8,80,1,Y,18-07-1992,No
EMP0139,45,Female,Divorced,Human Resources,HR Director,Marketing,5,Travel_Rarely,96463,107,264,25470,17,2,2,2,3,2,2,2,3,33,0,9,5,8,1,9,No,9,80,1,Y,11-11-1990,No
EMP0140,24,Female,Married,Finance,CFO,Other,5,Non-Travel,39466,138,773,6481,23,1,4,4,1,3,1,2,2,8,1,8,14,31,4,6,No,2,80,1,Y,16-04-2015,Yes
EMP0141,41,Male,Married,Operations,Logistics Executive,Marketing,5,Travel_Rarely,41081,43,664,25849,13,1,2,4,3,2,2,4,3,16,8,4,2,36,5,2,Yes,14,80,1,Y,27-08-2007,No
EMP0142,36,Female,Married,Human Resources,HR Manager,Other,4,Travel_Frequently,39354,37,457,2929,17,0,3,2,1,3,4,1,3,10,17,14,10,33,2,5,Yes,20,80,1,Y,03-04-2013,No
EMP0143,46,Male,Divorced,Finance,Finance Manager,Life Sciences,4,Travel_Rarely,108297,77,1203,9773,17,0,1,1,2,1,2,1,4,31,17,2,7,17,0,6,Yes,2,80,1,Y,20-03-1992,No
EMP0144,51,Female,Single,Sales,Sales Director,Other,5,Travel_Frequently,33300,42,833,5324,11,0,5,1,2,3,4,3,2,9,17,14,7,14,0,6,Yes,4,80,1,Y,28-08-2014,No
EMP0145,35,Female,Single,Human Resources,HR Executive,Other,1,Travel_Rarely,79384,53,409,6587,16,3,1,3,3,3,1,4,2,21,9,5,15,14,5,5,No,3,80,1,Y,16-01-2002,No
EMP0146,28,Female,Single,Operations,Operations Manager,Marketing,5,Travel_Rarely,110027,108,288,2356,14,3,3,3,3,4,2,1,4,16,7,11,2,28,2,2,No,23,80,1,Y,24-05-2007,Yes
EMP0147,38,Male,Single,Operations,Operations Manager,Medical,2,Travel_Rarely,136684,144,227,17787,21,3,4,4,3,2,4,2,1,3,7,8,7,22,3,5,No,14,80,1,Y,22-06-2020,No
EMP0148,41,Male,Single,IT,Data Engineer,Marketing,5,Non-Travel,75892,94,437,22694,18,3,2,1,3,2,3,2,4,24,1,5,7,22,2,1,Yes,21,80,1,Y,25-03-1999,No
EMP0149,57,Male,Divorced,Marketing,Content Writer,Marketing,4,Travel_Rarely,50525,115,535,22448,18,3,1,4,2,4,4,2,1,20,17,3,12,0,4,9,No,16,80,1,Y,04-05-2003,No
EMP0150,30,Female,Divorced,Research & Development,Data Analyst,Marketing,4,Travel_Frequently,21464,63,262,7499,13,1,1,1,2,1,4,3,2,0,10,11,0,21,1,0,Yes,15,80,1,Y,30-08-2023,Yes
EMP0151,59,Female,Divorced,Finance,CFO,Technical Degree,2,Travel_Frequently,31562,143,699,5841,14,2,5,3,1,1,1,1,2,24,10,10,9,6,2,7,No,7,80,1,Y,18-07-1999,No
EMP0152,43,Male,Divorced,IT,Software Engineer,Technical Degree,2,Non-Travel,122392,80,990,14122,11,3,2,2,3,1,4,4,3,16,10,14,4,31,6,2,No,18,80,1,Y,16-05-2007,No
EMP0153,23,Male,Divorced,Research & Development,Research Scientist,Technical Degree,3,Non-Travel,70514,133,791,23717,20,0,5,1,2,4,1,1,3,23,9,12,4,27,2,7,Yes,20,80,1,Y,24-01-2000,No
EMP0154,45,Female,Divorced,Research & Development,Lab Technician,Marketing,1,Travel_Frequently,128428,32,1274,15409,12,2,5,3,4,3,4,4,4,1,7,4,16,31,1,2,No,6,80,1,Y,11-05-2022,No
EMP0155,29,Male,Divorced,Human Resources,HR Executive,Medical,1,Travel_Rarely,127564,148,1335,25055,17,3,4,3,1,1,4,4,3,14,14,6,13,32,5,1,No,28,80,1,Y,10-03-2009,Yes
EMP0156,32,Female,Single,Research & Development,Data Analyst,Marketing,1,Travel_Frequently,123047,119,500,9059,24,3,1,1,1,1,4,1,2,31,7,9,5,12,0,7,Yes,21,80,1,Y,25-12-1992,No
EMP0157,34,Male,Married,Marketing,Content Writer,Life Sciences,4,Non-Travel,47634,107,1313,2665,21,1,2,4,1,4,1,2,2,5,0,13,13,27,5,2,No,16,80,1,Y,01-05-2018,No
EMP0158,38,Male,Divorced,Operations,Supply Chain Manager,Medical,1,Non-Travel,15060,87,428,25237,22,1,4,1,4,2,4,2,1,0,2,12,11,8,6,7,Yes,11,80,1,Y,03-11-2023,No
EMP0159,29,Male,Married,IT,Software Engineer,Technical Degree,3,Travel_Frequently,24269,134,349,12220,17,1,4,3,4,4,1,4,3,22,11,2,0,2,4,1,No,2,80,1,Y,27-08-2001,Yes
EMP0160,42,Female,Divorced,Research & Development,Research Scientist,Other,3,Travel_Rarely,38065,101,1361,12774,23,3,4,1,4,2,3,2,1,16,15,13,4,16,5,3,No,28,80,1,Y,02-12-2007,No
EMP0161,39,Female,Divorced,Human Resources,HR Manager,Other,1,Travel_Rarely,17895,142,1358,2553,19,1,3,2,2,1,1,3,2,33,15,11,13,33,2,8,Yes,23,80,1,Y,28-06-1990,Yes
EMP0162,51,Male,Single,Marketing,Marketing Manager,Human Resources,2,Non-Travel,95859,84,726,15860,20,3,3,4,4,1,3,3,3,28,16,8,6,31,2,0,Yes,2,80,1,Y,18-02-1995,No
EMP0163,39,Female,Married,Sales,Account Manager,Medical,3,Travel_Frequently,119127,148,532,26903,19,2,4,1,1,3,1,4,1,8,15,0,14,8,0,1,Yes,14,80,1,Y,13-09-2015,No
EMP0164,52,Female,Single,Operations,Supply Chain Manager,Technical Degree,2,Travel_Frequently,111426,149,373,9045,19,2,3,3,3,3,1,2,2,12,8,7,8,0,4,1,No,9,80,1,Y,23-01-2011,No
EMP0165,59,Female,Single,Operations,Operations Manager,Medical,4,Non-Travel,26962,109,1436,11380,16,3,2,3,1,2,4,4,1,5,0,4,14,19,1,8,No,23,80,1,Y,08-01-2018,No
EMP0166,53,Female,Married,IT,Software Engineer,Medical,3,Travel_Frequently,48302,71,260,25667,18,0,1,4,1,1,2,3,3,5,17,9,15,4,1,9,Yes,12,80,1,Y,07-09-2018,Yes
EMP0167,32,Male,Single,Operations,Supply Chain Manager,Other,2,Non-Travel,100382,50,1284,2149,19,3,2,1,2,1,2,3,1,19,5,8,8,39,3,4,Yes,3,80,1,Y,28-07-2004,No
EMP0168,46,Female,Divorced,Research & Development,Research Scientist,Marketing,1,Travel_Rarely,19011,39,1018,18373,22,2,1,3,1,4,4,3,1,2,5,1,6,20,4,3,Yes,22,80,1,Y,04-06-2021,No
EMP0169,54,Female,Divorced,Human Resources,HR Manager,Life Sciences,4,Travel_Rarely,144716,86,723,15343,24,2,3,4,2,1,3,1,2,16,11,0,6,4,4,9,Yes,5,80,1,Y,09-07-2007,No
EMP0170,59,Male,Divorced,Operations,Supply Chain Manager,Human Resources,5,Travel_Frequently,34782,54,415,4853,17,3,2,2,2,1,4,3,3,11,2,9,16,3,2,9,No,28,80,1,Y,14-04-2012,Yes
EMP0171,29,Female,Divorced,Operations,Operations Manager,Technical Degree,5,Travel_Rarely,135654,85,823,12128,14,3,5,4,3,4,2,2,4,0,10,6,10,7,3,3,No,9,80,1,Y,02-04-2023,No
EMP0172,32,Female,Divorced,Sales,Sales Manager,Medical,1,Travel_Rarely,24196,67,777,14580,24,3,4,1,1,4,1,1,4,16,5,9,5,24,1,6,Yes,29,80,1,Y,01-01-2008,No
EMP0173,43,Female,Single,Sales,Sales Manager,Human Resources,4,Non-Travel,58459,115,893,17254,14,2,1,1,3,1,4,3,1,2,13,11,13,6,6,2,Yes,3,80,1,Y,08-01-2021,No
EMP0174,45,Male,Single,Finance,CFO,Medical,4,Non-Travel,102245,142,622,4736,16,0,1,3,3,3,3,2,2,25,17,10,14,36,4,8,No,18,80,1,Y,26-08-1998,No
EMP0175,38,Male,Divorced,Marketing,Marketing Executive,Other,4,Travel_Frequently,93863,90,915,2956,24,3,5,2,1,3,4,3,3,14,15,8,7,31,4,4,No,2,80,1,Y,30-08-2009,No
EMP0176,33,Female,Divorced,Research & Development,R&D Manager,Life Sciences,4,Non-Travel,138206,141,1429,13440,21,2,5,1,1,1,2,2,2,31,12,13,3,16,0,8,No,4,80,1,Y,14-08-1992,No
EMP0177,53,Female,Single,Operations,Operations Analyst,Other,5,Travel_Frequently,116010,76,1328,7180,14,3,4,3,4,3,1,2,3,31,0,4,0,27,1,0,No,13,80,1,Y,22-11-1992,Yes
EMP0178,36,Male,Married,Operations,Operations Analyst,Human Resources,2,Travel_Frequently,47769,83,953,10607,21,2,3,4,4,4,2,3,2,3,5,10,5,5,0,9,No,17,80,1,Y,11-06-2020,No
EMP0179,37,Male,Single,Human Resources,Recruiter,Technical Degree,4,Non-Travel,122529,75,946,13646,17,3,2,4,2,3,2,3,4,17,13,3,0,35,3,7,No,9,80,1,Y,26-01-2006,No
EMP0180,43,Male,Single,Finance,Accountant,Medical,2,Travel_Rarely,39700,97,887,21029,18,2,2,1,1,1,2,1,4,18,16,3,4,1,4,1,Yes,19,80,1,Y,14-07-2005,No
EMP0181,49,Female,Single,Marketing,Content Writer,Life Sciences,4,Travel_Rarely,20269,33,922,22158,18,3,2,2,2,3,2,3,4,34,12,11,4,30,3,7,Yes,14,80,1,Y,02-12-1989,No
EMP0182,41,Female,Single,Finance,Finance Manager,Other,3,Travel_Rarely,136631,123,946,16342,24,1,3,3,3,1,1,2,2,13,12,12,4,0,5,3,No,13,80,1,Y,27-03-2010,No
EMP0183,54,Male,Single,IT,Software Engineer,Human Resources,3,Travel_Rarely,58880,95,441,7013,18,3,4,1,3,3,2,4,2,32,8,7,16,2,0,1,Yes,5,80,1,Y,10-10-1991,No
EMP0184,31,Female,Married,Marketing,Brand Manager,Other,3,Travel_Frequently,129003,122,864,2084,12,2,2,3,4,1,3,1,1,13,5,0,11,12,1,1,Yes,18,80,1,Y,06-05-2010,Yes
EMP0185,53,Female,Divorced,Operations,Operations Manager,Medical,4,Travel_Rarely,64589,72,907,3935,24,3,1,4,2,1,3,2,4,33,5,0,6,30,4,5,No,24,80,1,Y,02-08-1990,No
EMP0186,54,Female,Divorced,Operations,Operations Manager,Medical,2,Travel_Frequently,50897,91,634,11608,20,0,1,3,1,3,2,2,1,3,4,14,14,28,5,2,No,15,80,1,Y,04-07-2020,No
EMP0187,23,Female,Married,Marketing,Content Writer,Technical Degree,5,Non-Travel,29380,129,980,11262,12,3,1,4,1,3,3,4,2,23,13,7,12,32,5,9,Yes,27,80,1,Y,17-09-2000,No
EMP0188,54,Female,Divorced,Operations,Operations Analyst,Life Sciences,1,Non-Travel,85934,114,683,13604,12,3,5,2,4,4,2,3,3,28,13,14,11,9,1,2,No,11,80,1,Y,21-03-1995,No
EMP0189,54,Female,Divorced,Research & Development,Research Scientist,Marketing,5,Travel_Frequently,70830,114,583,11713,12,3,5,2,4,2,1,2,4,18,3,1,12,37,3,8,No,19,80,1,Y,21-08-2005,No
EMP0190,34,Female,Divorced,Marketing,Brand Manager,Other,4,Travel_Rarely,20529,141,369,25133,14,0,3,4,2,1,1,4,4,5,1,9,5,8,5,4,Yes,5,80,1,Y,01-10-2018,No
EMP0191,51,Male,Married,Finance,CFO,Medical,3,Travel_Frequently,109598,114,1220,19885,15,0,2,1,4,1,3,4,4,32,1,5,0,0,2,6,Yes,7,80,1,Y,25-01-1991,No
EMP0192,54,Male,Married,Marketing,Brand Manager,Human Resources,3,Travel_Rarely,97987,33,1149,24953,14,0,5,4,4,1,3,3,4,18,16,1,5,36,1,4,Yes,2,80,1,Y,30-09-2005,No
EMP0193,34,Male,Divorced,Operations,Operations Manager,Other,2,Travel_Rarely,64178,94,1068,4473,15,1,1,3,4,1,2,4,4,0,9,4,12,31,5,1,No,19,80,1,Y,21-04-2023,Yes
EMP0194,47,Male,Divorced,Research & Development,R&D Manager,Technical Degree,4,Travel_Frequently,136952,91,522,2735,14,0,5,3,3,3,4,4,2,4,13,2,12,32,1,7,Yes,24,80,1,Y,22-09-2019,No
EMP0195,43,Male,Divorced,Research & Development,Data Analyst,Technical Degree,5,Travel_Frequently,54886,119,1047,4838,17,1,1,3,2,3,2,4,4,26,16,6,12,1,1,8,No,16,80,1,Y,09-09-1997,No
EMP0196,23,Male,Single,IT,Data Engineer,Medical,4,Travel_Rarely,64699,149,1455,4562,20,3,2,1,1,2,2,4,4,15,10,8,3,1,4,1,No,26,80,1,Y,03-09-2008,No
EMP0197,59,Male,Single,Finance,Finance Manager,Medical,4,Travel_Frequently,91396,144,895,15440,11,1,3,2,1,1,1,4,1,5,6,1,4,4,3,1,Yes,24,80,1,Y,20-08-2018,No
EMP0198,47,Male,Single,Sales,Sales Director,Medical,3,Travel_Rarely,105678,31,558,5906,24,3,4,2,2,2,4,4,3,12,8,6,12,9,3,3,Yes,3,80,1,Y,21-09-2011,Yes
EMP0199,36,Male,Married,Sales,Account Manager,Marketing,5,Travel_Frequently,40279,38,1498,3272,23,1,4,3,4,4,4,2,4,34,13,12,8,37,4,7,No,29,80,1,Y,14-09-1989,No
EMP0200,55,Female,Divorced,Marketing,Content Writer,Medical,1,Non-Travel,125776,148,231,6836,11,0,1,1,4,2,2,1,1,18,3,12,16,36,1,4,No,10,80,1,Y,24-09-2005,No
EMP0201,32,Female,Married,IT,IT Manager,Other,3,Travel_Rarely,116444,86,376,3862,12,0,5,3,1,2,1,3,2,11,13,7,2,1,1,4,No,12,80,1,Y,29-08-2012,No
EMP0202,24,Male,Married,Human Resources,Recruiter,Other,5,Non-Travel,121300,74,1116,6226,23,1,5,2,3,4,3,1,1,15,16,13,14,39,2,6,No,23,80,1,Y,23-02-2008,No
EMP0203,27,Female,Married,Marketing,Marketing Executive,Life Sciences,2,Travel_Frequently,128793,47,264,14610,11,1,1,4,2,4,1,3,4,9,16,9,0,24,5,3,Yes,27,80,1,Y,05-07-2014,No
EMP0204,30,Female,Divorced,IT,System Admin,Human Resources,3,Non-Travel,131278,141,226,11014,22,0,2,3,4,2,3,1,1,24,13,14,8,37,1,8,Yes,29,80,1,Y,20-10-1999,No
EMP0205,27,Male,Single,Finance,Finance Manager,Medical,2,Travel_Frequently,118247,77,467,18926,20,3,1,3,3,4,1,3,1,19,12,7,5,36,5,3,Yes,2,80,1,Y,12-11-2004,No
EMP0206,30,Male,Divorced,Finance,Finance Analyst,Other,3,Travel_Rarely,23997,71,796,8209,22,3,2,3,3,2,4,4,2,30,13,6,0,17,0,7,Yes,25,80,1,Y,08-11-1993,Yes
EMP0207,52,Male,Divorced,Finance,Finance Analyst,Other,4,Travel_Frequently,121102,70,1211,21149,22,3,3,2,4,3,1,1,1,3,15,13,6,26,5,2,No,29,80,1,Y,22-11-2020,No
EMP0208,53,Female,Married,Finance,Accountant,Other,5,Travel_Frequently,100711,104,265,25652,20,3,3,1,2,3,2,1,2,22,14,14,9,19,1,5,No,29,80,1,Y,25-01-2001,Yes
EMP0209,33,Female,Married,Finance,Finance Manager,Marketing,2,Travel_Rarely,131045,118,332,12270,23,2,1,4,2,2,3,3,2,1,10,11,5,33,2,0,Yes,8,80,1,Y,27-01-2022,No
EMP0210,29,Male,Married,IT,Data Engineer,Human Resources,3,Travel_Frequently,55860,119,1115,19268,24,3,3,4,1,4,1,3,1,21,11,3,6,7,0,6,Yes,25,80,1,Y,29-04-2002,No
EMP0211,29,Female,Single,IT,IT Manager,Technical Degree,2,Travel_Rarely,18225,87,281,5649,21,2,5,4,1,4,1,2,4,7,10,3,5,3,2,6,No,9,80,1,Y,23-02-2016,Yes
EMP0212,49,Female,Single,Research & Development,Data Analyst,Other,3,Travel_Frequently,125114,129,1181,16126,13,2,2,3,2,3,3,4,3,6,4,9,7,29,5,1,No,23,80,1,Y,30-12-2017,No
EMP0213,41,Female,Single,Sales,Sales Director,Medical,3,Travel_Rarely,128218,71,1321,25274,16,0,4,2,4,3,1,4,1,13,7,12,1,35,2,4,No,20,80,1,Y,02-04-2010,No
EMP0214,28,Male,Divorced,Operations,Supply Chain Manager,Other,1,Non-Travel,115764,64,784,18073,20,0,4,4,2,4,3,2,1,2,5,12,8,8,5,3,Yes,12,80,1,Y,11-12-2021,No
EMP0215,32,Female,Married,Finance,Finance Analyst,Human Resources,1,Travel_Frequently,122041,67,526,21955,21,1,3,3,1,4,4,3,1,15,15,8,8,11,3,9,Yes,28,80,1,Y,03-05-2008,No
EMP0216,41,Female,Divorced,Human Resources,HR Executive,Technical Degree,1,Travel_Frequently,127224,96,741,22317,16,3,2,1,1,4,3,4,3,18,11,14,6,13,5,8,No,5,80,1,Y,29-06-2005,No
EMP0217,37,Female,Single,Operations,Operations Manager,Marketing,2,Travel_Frequently,78656,70,1348,24240,11,3,5,3,1,4,3,3,3,17,5,11,8,34,4,1,Yes,23,80,1,Y,22-02-2006,No
EMP0218,25,Female,Married,IT,System Admin,Life Sciences,4,Travel_Rarely,91290,128,409,5666,16,0,4,4,2,2,4,4,2,15,12,9,16,5,2,2,No,13,80,1,Y,27-07-2008,No
EMP0219,27,Female,Single,Human Resources,Recruiter,Medical,3,Travel_Frequently,71633,79,332,15357,15,0,5,4,2,4,1,1,3,7,6,8,2,22,1,0,Yes,5,80,1,Y,25-04-2016,Yes
EMP0220,43,Female,Married,Human Resources,HR Director,Life Sciences,5,Travel_Rarely,41655,133,356,17448,17,0,5,1,4,3,1,1,3,32,7,4,15,3,3,9,No,28,80,1,Y,21-03-1991,No
EMP0221,47,Female,Married,Human Resources,HR Director,Marketing,1,Travel_Frequently,136118,115,1074,11913,16,1,4,2,1,3,4,4,1,11,11,6,15,0,6,4,Yes,26,80,1,Y,16-08-2012,No
EMP0222,24,Male,Divorced,Research & Development,Research Scientist,Human Resources,2,Non-Travel,18114,101,581,10566,22,3,4,1,3,1,2,4,2,10,1,6,1,8,0,2,No,15,80,1,Y,27-04-2013,No
EMP0223,35,Male,Divorced,IT,IT Manager,Human Resources,2,Travel_Frequently,41502,108,1245,17605,22,1,3,1,3,4,3,4,4,4,8,8,10,8,5,3,Yes,24,80,1,Y,01-10-2019,No
EMP0224,32,Female,Single,Human Resources,HR Executive,Marketing,2,Non-Travel,64768,74,1173,2557,17,2,2,4,4,2,1,2,2,26,12,11,15,14,4,3,No,21,80,1,Y,21-04-1997,No
EMP0225,39,Male,Divorced,Finance,Finance Manager,Other,5,Travel_Rarely,63128,100,794,11472,12,2,1,4,4,1,1,4,3,11,16,14,14,23,3,5,No,5,80,1,Y,13-08-2012,Yes
EMP0226,33,Female,Divorced,Marketing,Content Writer,Marketing,5,Non-Travel,98123,48,671,13615,22,3,2,2,1,1,3,2,3,16,12,6,0,7,2,9,No,5,80,1,Y,16-06-2007,No
EMP0227,44,Female,Divorced,Human Resources,Recruiter,Medical,1,Travel_Frequently,123255,133,433,8040,11,0,1,4,2,2,3,2,1,5,15,7,16,27,6,6,No,4,80,1,Y,11-09-2018,No
EMP0228,33,Female,Married,Research & Development,Data Analyst,Technical Degree,5,Travel_Frequently,18174,135,771,15884,24,0,4,1,2,1,3,1,4,32,0,6,2,16,6,6,Yes,27,80,1,Y,20-03-1991,No
EMP0229,34,Male,Divorced,Operations,Operations Manager,Life Sciences,1,Travel_Rarely,132769,46,970,3128,17,1,5,1,3,1,2,4,4,4,6,10,6,34,3,7,No,28,80,1,Y,29-10-2019,No
EMP0230,46,Female,Single,IT,Software Engineer,Life Sciences,5,Travel_Frequently,50398,94,1385,19744,19,2,2,2,1,3,4,1,4,27,12,3,10,30,1,2,No,27,80,1,Y,11-12-1996,No
EMP0231,40,Female,Married,Research & Development,Research Scientist,Human Resources,5,Travel_Frequently,138549,138,500,23804,12,2,5,4,3,1,2,1,3,13,13,11,13,3,1,4,No,28,80,1,Y,10-04-2010,Yes
EMP0232,57,Male,Married,Human Resources,HR Director,Other,5,Travel_Rarely,87635,122,505,11292,22,3,2,4,3,2,2,2,3,4,16,1,15,13,1,9,Yes,23,80,1,Y,31-05-2019,No
EMP0233,29,Male,Divorced,IT,Software Engineer,Human Resources,1,Travel_Rarely,38760,106,201,7349,17,2,2,1,1,4,3,3,2,32,15,2,5,24,4,5,No,16,80,1,Y,10-05-1991,No
EMP0234,50,Female,Married,Marketing,Brand Manager,Medical,3,Non-Travel,145674,85,470,21009,13,0,5,1,4,4,4,2,3,18,14,6,1,39,6,5,Yes,18,80,1,Y,04-04-2005,No
EMP0235,53,Male,Single,Human Resources,Recruiter,Marketing,1,Travel_Rarely,29130,141,620,14319,16,0,3,4,3,4,1,1,4,21,16,13,10,6,3,7,No,10,80,1,Y,21-12-2002,Yes
EMP0236,39,Male,Single,Research & Development,Research Scientist,Life Sciences,3,Travel_Frequently,122215,122,1366,11823,13,0,4,3,4,3,3,2,4,4,1,10,10,30,3,4,No,29,80,1,Y,20-04-2019,Yes
EMP0237,27,Female,Married,Sales,Sales Director,Medical,2,Travel_Rarely,103095,70,899,2057,23,3,3,1,2,3,4,2,4,1,11,10,9,34,6,4,No,20,80,1,Y,08-07-2022,No
EMP0238,39,Female,Divorced,Finance,CFO,Human Resources,2,Travel_Frequently,75942,71,1063,10503,20,1,3,1,3,3,1,2,1,29,2,12,3,37,2,0,No,27,80,1,Y,21-06-1994,No
EMP0239,40,Female,Divorced,Operations,Logistics Executive,Human Resources,1,Non-Travel,113970,35,1159,24232,23,2,2,1,1,2,2,4,2,3,8,8,16,19,0,0,Yes,3,80,1,Y,16-01-2020,No
EMP0240,43,Male,Married,Research & Development,Research Scientist,Life Sciences,3,Travel_Rarely,97203,98,1193,12193,21,3,4,2,4,4,4,2,2,32,5,12,9,15,1,5,Yes,10,80,1,Y,12-10-1991,No
EMP0241,58,Male,Single,IT,IT Manager,Human Resources,3,Travel_Frequently,103177,127,1209,21121,21,1,2,4,2,2,2,1,3,12,5,13,8,21,0,9,No,13,80,1,Y,15-05-2011,No
EMP0242,53,Male,Married,Human Resources,HR Manager,Other,3,Travel_Rarely,87902,104,1078,7493,21,3,1,4,2,2,2,2,1,19,6,10,12,35,6,9,No,24,80,1,Y,05-11-2004,No
EMP0243,24,Female,Divorced,Finance,CFO,Human Resources,2,Travel_Rarely,107172,102,891,5877,15,2,2,4,3,1,4,4,2,6,7,1,10,18,6,4,No,23,80,1,Y,10-01-2017,No
EMP0244,49,Male,Divorced,Human Resources,HR Manager,Technical Degree,1,Travel_Rarely,35056,131,1066,4282,12,0,5,1,2,4,1,1,1,14,2,13,9,1,0,9,Yes,3,80,1,Y,14-04-2009,No
EMP0245,31,Male,Married,IT,IT Manager,Marketing,4,Travel_Rarely,70739,69,1260,25170,18,1,2,4,1,1,4,2,1,22,14,6,4,3,1,5,No,4,80,1,Y,16-05-2001,No
EMP0246,56,Female,Single,Human Resources,HR Director,Human Resources,3,Non-Travel,96685,70,306,13375,24,1,1,4,3,3,1,1,3,13,5,3,2,33,1,8,Yes,13,80,1,Y,27-07-2010,No
EMP0247,50,Female,Married,Sales,Sales Director,Technical Degree,3,Travel_Frequently,63639,38,1320,23892,18,3,2,4,2,3,3,4,1,22,10,6,3,6,2,7,Yes,14,80,1,Y,19-01-2001,No
EMP0248,36,Female,Single,Finance,Accountant,Medical,4,Travel_Rarely,15992,37,480,3431,17,3,1,2,1,2,3,3,2,18,2,11,2,13,4,6,No,4,80,1,Y,01-01-2006,No
EMP0249,54,Male,Single,Finance,CFO,Human Resources,1,Travel_Frequently,87394,73,1333,14526,16,0,4,2,4,2,3,4,3,28,15,4,9,31,1,6,Yes,12,80,1,Y,02-01-1996,No
EMP0250,28,Female,Married,IT,IT Manager,Other,3,Non-Travel,82657,87,748,3775,11,3,2,1,4,1,2,4,2,19,5,6,12,16,0,5,No,16,80,1,Y,26-01-2004,No
EMP0251,33,Male,Married,Operations,Operations Manager,Medical,1,Travel_Frequently,42160,133,751,22591,18,2,1,4,3,1,3,1,1,28,10,5,4,36,6,5,Yes,10,80,1,Y,23-09-1995,No
EMP0252,51,Male,Single,Sales,Sales Manager,Human Resources,3,Travel_Frequently,60156,96,387,13351,11,2,4,1,1,2,2,1,1,23,7,12,12,13,2,0,No,23,80,1,Y,26-06-2000,No
EMP0253,42,Female,Single,Research & Development,Data Analyst,Life Sciences,5,Non-Travel,101442,42,951,16639,18,2,5,1,2,4,1,3,4,17,9,1,0,16,3,6,No,24,80,1,Y,14-03-2006,Yes
EMP0254,52,Female,Single,Human Resources,HR Director,Technical Degree,3,Travel_Rarely,132925,48,1069,6385,21,2,3,1,3,2,4,3,3,9,9,11,10,31,6,4,No,20,80,1,Y,13-11-2014,No
EMP0255,45,Female,Single,Marketing,Content Writer,Technical Degree,5,Travel_Frequently,19136,127,218,24735,12,0,1,1,3,4,4,3,3,7,2,6,2,1,2,6,No,24,80,1,Y,20-07-2016,No
EMP0256,41,Female,Divorced,Human Resources,HR Director,Life Sciences,1,Travel_Frequently,76868,125,1058,17203,18,0,5,1,2,1,2,4,4,25,13,4,16,38,1,5,No,17,80,1,Y,06-07-1998,No
EMP0257,58,Female,Married,Human Resources,Recruiter,Marketing,3,Travel_Rarely,97263,78,1484,5974,20,0,4,1,1,3,2,4,2,28,8,14,12,3,6,7,No,29,80,1,Y,01-03-1995,Yes
